order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,region,product_id,category,product_name,sales,quantity,discount,profit,month,year,profit_margin,shipping_days,sub_category,postal_code,order_priority
99,1/28/2017,1/17/2017,Same Day Shipping,99,Louella Algore,Home Office,Russia,Trudobelikovskiy,,East,99,Furniture,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut,949.59,37,0.29,35.1,3,2015,0.29,8,Binders,353810,High
100,8/5/2016,7/21/2019,Express Shipping,100,Tailor Hendrichs,Corporate,Philippines,Gibgos,,West,100,Office Supplies,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit,768.87,77,0.46,117.55,6,2018,0.43,7,Chairs,6052,High
101,10/8/2019,2/13/2020,Same Day Shipping,101,Karalee Challes,Consumer,Brazil,JacareÃ­,,North,101,Office Supplies,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,227.5,34,0.17,398.8,10,2020,0.14,3,Binders,12300-000,Low
102,3/18/2017,2/16/2017,Standard Shipping,102,Marsha Greves,Consumer,Indonesia,Panyuran,,West,102,Technology,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,38.12,78,0.33,55.7,12,2020,0.16,1,Binders,,High
103,6/21/2018,3/25/2020,Express Shipping,103,Cori Bickerdike,Consumer,United States,Mountain View,California,West,103,Office Supplies,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum,835.42,60,0.06,486.48,4,2020,0.37,8,Phones,94042,Medium
104,11/21/2015,9/11/2016,Same Day Shipping,104,Elvina Anscott,Consumer,Japan,Hayama,,North,104,Office Supplies,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,743.17,30,0.4,366.1,6,2016,0.27,6,Chairs,999-3242,Medium
105,1/28/2020,12/16/2016,Same Day Shipping,105,Lazar Pouton,Corporate,Finland,PyhÃ¤selkÃ¤,,South,105,Furniture,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,270.45,58,0.39,365.55,8,2019,0.4,4,Phones,77580,High
106,8/6/2016,4/18/2016,Express Shipping,106,Townsend St Clair,Corporate,Malaysia,Kuala Lumpur,Kuala Lumpur,North,106,Office Supplies,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,11.41,38,0.04,333.29,3,2018,0.23,3,Chairs,50592,Low
107,2/3/2019,2/20/2016,Same Day Shipping,107,Damara Faltin,Corporate,China,Rentian,,East,107,Furniture,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris,951.0,10,0.38,165.26,8,2017,0.13,6,Phones,,Medium
108,1/8/2019,3/1/2017,Express Shipping,108,Jacklyn Olin,Home Office,Belarus,Ruzhany,,South,108,Office Supplies,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,404.43,86,0.46,266.86,2,2016,0.43,9,Binders,,Medium
109,1/6/2019,9/2/2016,Standard Shipping,109,Lamar Stopher,Home Office,China,Tiandian,,South,109,Technology,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor,654.08,18,0.47,82.18,12,2020,0.48,9,Phones,,Low
110,1/16/2017,12/30/2015,Standard Shipping,110,Izak Sumpter,Corporate,Pakistan,JÄti,,North,110,Office Supplies,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem,413.49,60,0.02,271.08,3,2015,0.45,9,Binders,73061,Medium
111,4/10/2020,5/1/2017,Express Shipping,111,Mathias Nudds,Corporate,China,Linxi,,West,111,Technology,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,88.63,78,0.45,100.06,12,2020,0.13,9,Phones,,Low
112,11/8/2015,2/26/2019,Same Day Shipping,112,Llywellyn Dudbridge,Corporate,United States,Charleston,West Virginia,South,112,Furniture,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,404.45,29,0.45,332.95,3,2019,0.16,4,Phones,25336,Low
113,9/4/2016,12/2/2018,Standard Shipping,113,Cassandra Barcke,Consumer,China,Liaodian,,South,113,Office Supplies,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,642.27,92,0.14,389.41,6,2016,0.1,9,Binders,,Low
114,5/24/2020,6/11/2019,Same Day Shipping,114,Ulrick Lewin,Home Office,Greenland,Aasiaat,,North,114,Furniture,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst,815.51,89,0.41,11.03,9,2018,0.48,9,Chairs,3950,High
115,2/22/2016,8/20/2016,Standard Shipping,115,Garvy Otley,Home Office,Ivory Coast,Touba,,East,115,Technology,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,408.75,42,0.38,154.0,6,2015,0.39,9,Binders,,Low
116,8/15/2020,11/17/2015,Same Day Shipping,116,Sydel Charpin,Consumer,Nigeria,Ilesa,,West,116,Furniture,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,275.57,1,0.31,339.18,5,2015,0.06,4,Phones,,High
117,6/12/2017,1/23/2015,Same Day Shipping,117,Mufi Guillotin,Home Office,China,Futu,,East,117,Technology,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,873.23,27,0.34,384.21,10,2015,0.26,4,Chairs,,Medium
118,6/19/2016,12/2/2020,Standard Shipping,118,Flss Rassmann,Corporate,Mexico,Petrolera,Veracruz Llave,North,118,Furniture,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,894.27,88,0.0,430.38,4,2019,0.45,8,Binders,94723,Medium
119,5/30/2015,1/28/2019,Express Shipping,119,Pavlov Cheasman,Home Office,Indonesia,Munde,,East,119,Furniture,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,268.03,14,0.23,271.95,3,2016,0.21,4,Binders,,High
120,4/7/2018,11/1/2017,Standard Shipping,120,Edi Chinge de Hals,Consumer,United States,Macon,Georgia,West,120,Office Supplies,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,622.4,19,0.03,148.57,3,2018,0.24,2,Binders,31205,Low
121,8/7/2016,3/6/2018,Express Shipping,121,Kiley Claris,Corporate,Russia,Gostagayevskaya,,South,121,Furniture,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,535.43,7,0.1,43.15,12,2019,0.1,6,Phones,353400,High
122,11/8/2015,3/25/2018,Express Shipping,122,Fraser Vogeler,Home Office,Indonesia,Papringan,,South,122,Furniture,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in,401.2,69,0.05,4.98,9,2019,0.16,10,Phones,,Low
123,2/28/2020,10/21/2017,Standard Shipping,123,Lanie Firby,Corporate,Togo,AnÃ©ho,,West,123,Technology,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,171.48,94,0.15,10.14,11,2017,0.38,8,Binders,,Low
124,1/28/2019,6/19/2015,Same Day Shipping,124,Henderson Banker,Home Office,Czech Republic,Åehlovice,,North,124,Office Supplies,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,287.92,60,0.37,210.25,10,2017,0.4,6,Chairs,403 13,Medium
125,12/7/2019,7/28/2020,Standard Shipping,125,Aldrich Mateo,Consumer,China,Xishiqiao,,West,125,Office Supplies,ultrices posuere cubilia curae nulla dapibus dolor vel est donec,219.86,38,0.19,126.73,4,2018,0.13,4,Chairs,,Low
126,5/27/2019,3/7/2016,Express Shipping,126,Dolley Ruckhard,Consumer,Peru,Colquemarca,,North,126,Technology,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,534.67,28,0.34,483.46,9,2018,0.34,2,Phones,,Medium
127,4/8/2018,12/12/2018,Express Shipping,127,Arron Trenholm,Home Office,Portugal,Santo AdriÃ£o Vizela,Braga,South,127,Furniture,non interdum in ante vestibulum ante ipsum primis in faucibus,160.72,90,0.2,379.48,10,2020,0.18,3,Binders,4815-668,High
128,2/4/2015,12/27/2020,Same Day Shipping,128,Damien Classen,Home Office,China,Tangzhuang,,West,128,Furniture,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,259.34,49,0.29,449.69,2,2015,0.45,9,Binders,,High
129,1/1/2015,1/4/2020,Standard Shipping,129,Tallou Corteis,Corporate,Indonesia,Gunungmalang Satu,,South,129,Furniture,dui maecenas tristique est et tempus semper est quam pharetra,594.24,63,0.27,386.74,7,2015,0.31,5,Binders,,Medium
130,8/13/2016,3/30/2018,Standard Shipping,130,Alie Roughey,Corporate,Peru,Ocucaje,,East,130,Furniture,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,902.3,39,0.49,399.04,2,2015,0.06,3,Phones,,High
131,5/27/2017,6/5/2020,Express Shipping,131,Lindie Charer,Consumer,Estonia,Kuressaare,,West,131,Technology,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,824.5,90,0.06,103.4,10,2017,0.44,10,Phones,,Medium
132,1/19/2020,3/18/2019,Express Shipping,132,Ertha Cockren,Home Office,Comoros,SÃ©lÃ©a,,West,132,Furniture,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat,146.44,17,0.13,44.26,3,2017,0.29,3,Binders,,High
133,5/22/2020,4/25/2018,Express Shipping,133,Aldrich Dowdall,Consumer,Colombia,Turbaco,,West,133,Office Supplies,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,998.43,94,0.0,403.87,10,2015,0.08,4,Chairs,131008,High
134,10/7/2020,12/10/2020,Same Day Shipping,134,Godfry Camoletto,Home Office,Nigeria,Ibadan,,East,134,Technology,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,47.31,31,0.06,95.45,1,2018,0.37,2,Binders,,High
135,6/28/2018,6/28/2020,Standard Shipping,135,Weston Garvie,Corporate,Indonesia,Banjarjo,,South,135,Furniture,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,187.26,43,0.04,312.88,6,2020,0.44,3,Chairs,,Medium
136,6/21/2017,6/15/2017,Express Shipping,136,Sarene Tonkes,Home Office,France,Lyon,RhÃ´ne-Alpes,East,136,Technology,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,267.52,79,0.08,96.35,1,2019,0.12,4,Binders,69303 CEDEX 07,Low
137,3/8/2017,5/23/2015,Same Day Shipping,137,Leta Drioli,Consumer,Indonesia,Kediri,,South,137,Furniture,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non,816.26,9,0.21,221.14,5,2015,0.34,8,Chairs,,Low
138,5/4/2019,9/20/2016,Standard Shipping,138,Audry Lammiman,Consumer,United States,Sparks,Nevada,West,138,Office Supplies,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,128.53,43,0.17,386.29,11,2015,0.34,9,Phones,89436,High
139,10/29/2020,6/22/2017,Express Shipping,139,Jilleen Jumeau,Corporate,China,Wulan Haye,,South,139,Furniture,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum,516.93,32,0.03,24.26,10,2017,0.41,7,Chairs,,High
140,10/29/2017,10/12/2016,Same Day Shipping,140,Noami Faley,Consumer,Vietnam,SÆ¡n TÃ¢y,,East,140,Furniture,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,124.16,97,0.31,10.53,10,2016,0.18,3,Chairs,,High
141,7/26/2016,6/17/2020,Express Shipping,141,Judi Cookney,Home Office,China,Luodong,,East,141,Furniture,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,734.64,14,0.28,136.86,12,2015,0.37,7,Binders,,Low
142,9/4/2020,12/2/2019,Express Shipping,142,Ryon Barnbrook,Consumer,China,Dongdu,,North,142,Technology,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,802.87,100,0.41,278.24,4,2020,0.37,4,Binders,,High
143,7/25/2019,6/5/2015,Same Day Shipping,143,Kurt Towsie,Consumer,Portugal,Vila Verde,Braga,East,143,Furniture,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,481.96,18,0.29,240.04,3,2019,0.47,1,Phones,4730-710,High
144,6/5/2020,7/25/2019,Express Shipping,144,Gris Broadstock,Corporate,Peru,Uticyacu,,South,144,Technology,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,493.59,66,0.33,157.84,12,2019,0.5,10,Binders,,Medium
145,6/13/2020,12/31/2018,Express Shipping,145,Quentin Beekman,Consumer,Greece,ZÃ¡rkos,,West,145,Furniture,non sodales sed tincidunt eu felis fusce posuere felis sed,321.94,3,0.26,287.7,8,2018,0.27,4,Phones,,High
146,3/14/2015,5/15/2015,Express Shipping,146,Stanley Laterza,Home Office,Indonesia,Redakodi,,West,146,Furniture,amet diam in magna bibendum imperdiet nullam orci pede venenatis,815.88,74,0.24,225.5,11,2017,0.26,10,Phones,,Medium
147,8/30/2019,8/11/2015,Standard Shipping,147,Derick McKelloch,Corporate,Bulgaria,Dupnitsa,,North,147,Technology,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,757.2,51,0.33,59.85,12,2020,0.36,3,Chairs,2680,High
148,4/28/2018,4/11/2020,Same Day Shipping,148,Rodolfo Swarbrigg,Corporate,Cambodia,Kampong Chhnang,,South,148,Office Supplies,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,723.07,81,0.43,201.95,11,2019,0.39,7,Chairs,,High
149,11/29/2020,4/25/2015,Express Shipping,149,Ephrayim Iannini,Home Office,Portugal,Vale,Porto,East,149,Technology,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,453.99,58,0.1,242.78,2,2020,0.41,10,Chairs,4605-491,Medium
150,9/5/2016,7/23/2017,Same Day Shipping,150,Clementia McCory,Corporate,China,Chengguan,,South,150,Technology,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante,392.39,42,0.04,165.01,3,2018,0.12,2,Phones,,High
151,9/28/2019,9/5/2016,Standard Shipping,151,Edmund De Filippo,Consumer,China,Nantang,,North,151,Technology,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,745.46,40,0.07,247.54,6,2018,0.3,2,Phones,,Low
152,10/18/2015,10/26/2015,Express Shipping,152,Edwin Price,Consumer,Indonesia,Banyuurip,,West,152,Technology,mauris vulputate elementum nullam varius nulla facilisi cras non velit,857.35,86,0.08,148.2,5,2017,0.43,10,Binders,,Low
153,7/5/2015,8/30/2015,Express Shipping,153,Dolly Roocroft,Corporate,China,Youxi Chengguanzhen,,South,153,Technology,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer,494.04,41,0.3,200.39,6,2015,0.29,1,Chairs,,High
154,5/18/2020,1/10/2017,Same Day Shipping,154,Taddeusz Truckett,Home Office,Venezuela,San Casimiro,,East,154,Furniture,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,623.15,8,0.36,262.48,3,2018,0.18,2,Binders,,Low
155,8/28/2018,6/8/2017,Standard Shipping,155,Florance Headrick,Consumer,Brazil,Casa Branca,,North,155,Technology,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,853.0,86,0.11,413.14,11,2020,0.14,5,Binders,13700-000,Medium
156,9/12/2016,7/19/2015,Same Day Shipping,156,Genna Meiklem,Home Office,Czech Republic,VelkÃ© Opatovice,,South,156,Office Supplies,massa donec dapibus duis at velit eu est congue elementum in,93.1,59,0.0,264.94,2,2017,0.26,2,Chairs,679 63,High
157,4/4/2015,4/16/2015,Standard Shipping,157,Kyrstin Anger,Consumer,Greece,SkÃ³pelos,,South,157,Furniture,nisl duis ac nibh fusce lacus purus aliquet at feugiat non,10.46,5,0.19,354.09,11,2015,0.41,6,Binders,,Low
158,11/18/2018,5/23/2016,Standard Shipping,158,Renaldo Sergean,Corporate,Costa Rica,Pejibaye,,East,158,Office Supplies,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,712.15,56,0.13,337.06,3,2020,0.48,6,Binders,11907,Low
159,6/1/2018,7/20/2020,Standard Shipping,159,Maure Hartshorn,Home Office,Poland,Koszarawa,,South,159,Technology,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst,503.68,82,0.42,299.55,8,2020,0.28,6,Phones,34-332,High
160,3/3/2017,10/17/2020,Express Shipping,160,Mylo Lickorish,Consumer,China,Hongping,,North,160,Technology,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,512.27,79,0.4,184.33,12,2019,0.06,3,Phones,,Low
161,5/25/2015,11/20/2017,Standard Shipping,161,Jesse Pelham,Home Office,Russia,Voronezh,,North,161,Furniture,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,907.23,9,0.11,147.0,9,2017,0.11,10,Phones,394075,Medium
162,2/15/2015,1/12/2019,Express Shipping,162,Abra Pottes,Consumer,Peru,Nueva Arica,,West,162,Office Supplies,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,780.31,99,0.06,449.35,10,2020,0.31,6,Binders,,Low
163,6/10/2018,2/23/2020,Express Shipping,163,Red Gandley,Consumer,Sweden,DalsjÃ¶fors,VÃ¤stra GÃ¶taland,South,163,Office Supplies,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,667.46,31,0.45,424.51,1,2015,0.32,10,Chairs,516 31,Low
164,1/1/2015,3/6/2018,Express Shipping,164,Andee Linklet,Consumer,Japan,Hagi,,West,164,Furniture,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,827.33,65,0.3,178.52,4,2019,0.44,1,Chairs,869-6111,High
165,5/2/2020,7/22/2018,Same Day Shipping,165,Willis Seneschal,Home Office,Brazil,Apucarana,,West,165,Office Supplies,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,293.13,79,0.4,110.17,2,2017,0.44,9,Chairs,86800-000,Medium
166,8/6/2015,12/9/2020,Standard Shipping,166,Timothy Waylen,Corporate,Czech Republic,VelkÃ© Pavlovice,,East,166,Office Supplies,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut,212.9,10,0.47,288.72,1,2019,0.17,5,Binders,691 06,Low
167,1/7/2017,5/24/2017,Express Shipping,167,Daria Weld,Corporate,Netherlands,Middelburg,Provincie Zeeland,West,167,Furniture,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,724.24,87,0.28,111.38,6,2017,0.47,7,Binders,4334,Medium
168,8/28/2019,9/28/2015,Same Day Shipping,168,Jacklyn Kennelly,Consumer,Ireland,Dromiskin,,East,168,Furniture,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,487.54,60,0.14,283.9,7,2019,0.44,5,Phones,W23,Medium
169,7/6/2017,6/22/2018,Standard Shipping,169,Sybil Zumbusch,Home Office,Serbia,BeÄej,,West,169,Furniture,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,218.04,59,0.24,69.49,1,2019,0.2,6,Chairs,,High
170,8/26/2015,12/21/2019,Express Shipping,170,Silvan Karpov,Corporate,Nigeria,Katagum,,West,170,Technology,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,137.66,71,0.45,380.44,8,2020,0.2,4,Chairs,,Low
171,11/8/2020,7/29/2019,Express Shipping,171,Carmelina Meconi,Home Office,China,Tangjiakou,,South,171,Furniture,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,583.47,72,0.34,69.26,2,2016,0.1,10,Binders,,Low
172,9/27/2015,12/13/2018,Express Shipping,172,Rutledge Kiebes,Corporate,China,Tongtuan,,South,172,Office Supplies,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,107.1,58,0.39,221.66,2,2018,0.12,3,Chairs,,High
